"Scientific Games"
Microgaming
IGT
Yggdrasil
Netent
"NYX Gaming"

NextGen
Quickspin
"Play N Go"
BetSoft
Paf
Genii
"GiG Games"
"Red Tiger"
"Relax Gaming"
"Play'n Go"
"Blueprint Gaming"
"Pragmatic Play"
"Classic slot"
"ELK Studios"
Thunderkick
"Nolimit City"
"Red Tiger Gaming"
"Kalamba Games"
JFTW
"Cayetano Gaming"
"Bluepring Gaming"
"Betsoft Gaming"
"Big Time Gaming"
"Kalamba Gaming"
Stakelogic
"Progressive slot"
